110001,13014,21
110002,13014,0
110002,13001,29
110003,13014,4
110004,13001,4
110004,13011,0
110005,13014,4
110006,13015,10
110007,13015,48
110008,13003,12
110008,13016,6
110008,13017,2
110009,13001,5
110009,13011,16
110010,13014,6
110011,13019,0
110011,13022,1
110012,13002,10
110012,13013,0
110012,13005,0
110013,13015,4
110013,13017,0
110013,13019,5
110014,13006,5
110014,13021,4
110015,13013,7
110016,13014,5
110016,13001,4
110017,13004,0
110017,13011,7
110018,13003,8
110019,13014,8
110019,13001,3
110019,13011,1
110020,13002,4
110020,13020,1
110020,13011,0
110021,13001,6
110022,13002,0
110022,13005,0
110022,13020,0
110023,13006,34
110024,13015,1
110025,13006,27
110025,13021,0
110026,13014,2
110027,13014,0
110027,13006,0
110028,13001,3
110028,13017,0
110028,13013,3
110029,13015,4
110030,13014,6
110031,13015,2
110032,13019,1
110032,13022,1
110033,13014,2
110034,13012,0
110034,13011,1
110035,13020,2
110035,13011,4
110036,13015,12
110037,13017,19
110038,13014,7
110039,13012,2
110039,13011,2
110040,13014,2
110041,13001,1
110041,13017,3
110041,13011,22
110042,13017,0
110042,13013,1
110043,13014,23
110044,13021,10
110044,13027,28
110045,13014,0
110045,13015,16
110046,13016,0
110046,13013,4
110047,13015,2
110048,13001,25
110048,13021,7
110048,13026,1
110049,13006,4
110050,13014,19
110050,13013,12
110051,13016,9
110051,13013,2
110052,13015,1
110053,13003,13
110053,13016,2
110053,13013,1
110054,13017,1
110055,13016,3
110055,13013,0
110056,13001,9
110057,13015,112
110058,13015,14
110059,13014,3
110059,13011,1
110060,13015,2
110061,13014,2
110061,13011,3
110062,13016,8
110062,13017,3
110063,13015,12
110064,13017,1
110064,13013,0
110065,13001,9
110065,13017,0
110065,13019,0
110066,13002,3
110066,13020,0
110067,13002,0
110067,13020,2
110068,13015,9
110069,13017,1
110070,13015,4
110071,13014,2
110071,13011,1
110072,13015,1
110073,13003,25
110073,13012,3
110073,13011,0
110074,13001,6
110074,13011,2
110075,13001,1
110076,13014,1
110077,13014,14
110078,13003,49
110078,13027,2
110079,13015,11
110079,13017,3
110079,13019,8
110080,13017,0
110080,13013,5
110081,13011,34
110082,13002,2
110082,13020,0
110083,13015,1
110084,13016,1
110084,13013,4
110085,13014,2
110086,13016,0
110086,13017,2
110087,13003,0
110087,13012,1
110087,13011,1
110088,13014,18
110089,13014,5
110090,13017,2
110091,13014,7
110092,13027,5
110093,13014,3
110094,13012,1
110095,13001,2
110096,13015,1
110097,13015,0
110098,13003,15
110098,13017,2
110099,13016,0
110099,13017,3
110099,13013,1
110100,13014,3
110100,13011,5
110101,13014,7
110101,13020,2
110101,13011,3
110102,13002,0
110102,13015,0
110102,13020,0
110103,13016,2
110104,13006,1
110105,13015,9
110105,13013,4
110106,13015,7
110107,13017,0
110107,13013,9
110108,13014,10
110108,13011,0
110109,13001,5
110109,13021,1
110109,13011,13
110110,13013,6
110110,13019,0
110110,13011,0
110111,13014,0
110111,13011,21
110112,13004,5
110113,13014,0
110113,13011,12
110114,13021,1
110114,13011,8
110115,13017,2
110115,13019,5
110115,13022,0
110116,13019,2
110116,13022,0
110117,13015,6
110118,13003,6
110118,13016,4
110118,13011,3
110119,13025,4
110120,13003,10
110120,13012,4
110120,13011,7
110121,13014,0
110122,13016,0
110122,13013,4
110122,13025,1
110123,13003,0
110123,13016,1
110124,13002,6
110124,13020,2
110125,13003,5
110125,13017,4
110125,13013,5
110126,13015,7
110127,13014,5
110128,13001,1
110129,13014,9
110130,13002,0
110130,13020,1
110131,13014,20
110132,13016,2
110132,13011,4
110133,13015,11
110134,13014,13
110135,13015,0
110135,13020,54
110136,13017,20
110136,13019,12
110136,13022,12
110137,13016,13
110137,13017,10
110138,13003,37
110139,13014,4
110140,13004,16
110141,13004,10
110142,13014,6
110143,13016,28
110143,13017,11
110144,13014,1
110144,13020,0
110145,13014,4
110146,13004,11
110146,13011,22
110147,13015,4
110148,13006,11
110149,13003,1
110150,13001,3
110150,13011,12
110151,13014,10
110151,13020,23
110152,13003,1
110153,13003,0
110153,13011,0
110154,13001,13
110154,13011,2
110155,13011,2
110156,13001,33
110156,13011,1
110157,13025,5
110158,13004,6
110159,13003,6
110159,13011,2
110160,13015,0
110160,13017,4
110160,13019,7
110161,13011,1
110162,13015,15
110163,13014,8
110164,13003,6
110164,13013,0
110164,13006,2
110165,13014,2
110166,13012,0
110166,13011,1
110167,13001,25
110167,13011,37
110168,13001,18
110168,13021,11
110168,13011,2
110169,13017,22
110169,13019,14
110169,13022,1
110170,13015,4
110171,13016,3
110171,13011,24
110172,13014,6
110172,13020,0
110173,13015,6
110174,13016,2
110175,13016,2
110176,13014,10
110177,13021,55
110177,13011,0
110178,13006,22
110178,13021,2
110178,13011,11
110179,13001,41
110180,13001,1
110181,13015,4
110182,13012,0
110182,13011,2
110183,13001,4
110183,13011,14
110184,13001,34
110184,13026,4
110185,13001,4
110186,13001,1
110187,13001,5
110188,13014,5
110189,13015,10
110189,13005,7
110190,13014,7
110191,13014,6
110192,13015,4
110193,13013,0
110193,13005,17
110194,13014,2
110195,13013,3
110196,13017,10
110196,13011,12
110197,13002,2
110197,13020,9
110197,13011,1
110198,13001,7
110198,13026,0
110199,13003,2
110199,13016,2
110200,13015,7
110201,13001,1
110201,13013,6
110202,13016,32
110203,13001,1
110203,13011,6
110204,13011,1
110205,13015,28
110206,13003,5
110207,13011,2
110207,13027,7
110208,13017,0
110208,13013,8
110209,13001,4
110209,13011,0
110210,13014,5
110211,13003,31
110211,13004,2
110211,13011,0
110212,13014,21
110213,13015,1
110214,13025,3
110215,13001,3
110216,13012,23
110216,13011,24
110216,13027,17
110217,13015,26
110218,13015,2
110219,13015,4
110220,13014,11
110220,13011,4
110221,13015,5
110222,13005,4
110222,13020,3
110223,13014,2
110223,13002,0
110223,13020,3
110224,13002,7
110224,13013,0
110224,13005,1
110225,13001,1
110225,13011,1
110226,13001,3
110227,13001,1
110228,13025,3
110229,13015,1
110230,13016,3
110230,13017,0
110230,13013,16
110231,13013,1
110231,13011,11
110231,13027,0
110232,13015,6
110233,13014,4
110234,13015,45
110234,13011,10
110235,13003,18
110235,13004,28
110236,13015,11
110237,13004,21
110237,13016,6
110237,13017,0
110238,13002,7
110238,13005,8
110238,13020,7
110239,13014,2
110239,13011,11
110240,13016,2
110240,13017,1
110240,13013,2
110241,13016,14
110242,13006,3
110243,13014,2
110244,13015,5
110244,13021,1
110245,13017,2
110246,13015,2
110246,13013,7
110246,13020,3
110247,13021,0
110247,13011,7
110248,13003,1
110249,13003,8
110249,13016,1
110249,13017,0
110250,13015,0
110251,13014,2
110252,13004,1
110253,13015,0
110253,13024,1
110254,13003,5
110254,13011,17
110255,13014,0
110255,13015,0
110255,13020,2
110256,13017,0
110256,13013,3
110257,13001,10
110257,13017,5
110257,13011,2
110258,13021,5
110258,13011,5
110259,13014,17
110259,13001,0
110259,13016,1
110260,13016,10
110260,13017,6
110260,13013,7
110261,13002,7
110261,13020,4
110261,13021,6
110262,13001,4
110263,13001,0
110263,13015,17
110263,13005,1
110264,13001,12
110264,13015,4
110265,13006,14
110266,13016,8
110266,13011,0
110267,13016,0
110267,13013,1
110268,13002,1
110268,13020,0
110268,13011,5
110269,13016,0
110269,13017,1
110270,13015,5
110271,13013,3
110271,13011,3
110272,13015,24
110273,13019,0
110273,13022,1
110274,13015,16
110275,13001,9
110276,13014,2
110277,13006,9
110278,13001,12
110279,13002,8
110279,13020,6
110280,13017,20
110280,13011,9
110281,13014,11
110281,13015,1
110282,13016,5
110282,13024,0
110283,13011,4
110283,13027,22
110284,13001,7
110285,13021,5
110285,13011,6
110286,13016,7
110286,13005,0
110287,13015,15
110288,13015,6
110288,13017,3
110288,13011,0
110289,13013,6
110289,13024,0
110290,13017,14
110291,13013,7
110292,13004,1
110292,13013,1
110292,13011,3
110293,13016,4
110293,13017,0
110293,13013,6
110294,13014,6
110295,13015,4
110296,13017,8
110297,13017,13
110297,13019,1
110297,13022,1
110298,13003,9
110299,13015,6
110300,13015,11
110301,13015,0
110302,13015,0
110303,13015,12
110304,13014,9
110304,13011,3
110305,13017,2
110305,13013,0
110306,13006,1
110307,13001,1
110308,13017,18
110308,13011,9
110309,13004,5
110309,13011,15
110310,13001,4
110311,13015,5
110311,13011,7
110312,13015,12
110313,13015,7
110314,13014,3
110315,13015,20
110316,13017,1
110316,13013,3
110317,13017,6
110317,13013,4
110318,13011,9
110319,13011,8
110320,13001,1
110320,13021,0
110321,13014,4
110322,13014,1
110322,13001,1
110322,13011,6
110323,13001,0
110323,13026,1
110324,13016,0
110324,13013,0
110325,13017,3
110325,13013,6
110325,13019,1
110326,13016,0
110326,13013,2
110327,13001,24
110328,13015,8
110329,13003,1
110329,13013,2
110330,13015,29
110331,13006,23
110331,13021,2
110332,13001,11
110333,13015,7
110334,13014,3
110334,13011,7
110335,13006,38
110336,13001,5
110337,13011,24
110338,13013,6
110339,13017,3
110340,13003,16
110341,13015,2
110342,13017,0
110342,13013,1
110343,13014,3
110344,13026,3
110345,13001,15
110346,13015,4
110346,13013,22
110347,13017,0
110347,13019,0
110347,13022,4
110348,13015,1
110349,13001,1
110349,13021,16
110349,13011,5
110350,13003,6
110351,13003,0
110351,13012,11
110351,13011,1
110352,13001,6
110352,13011,3
110352,13025,2
110353,13014,7
110354,13004,5
110354,13017,0
110354,13021,29
110355,13016,11
110355,13017,6
110355,13011,9
110356,13005,4
110357,13014,9
110358,13011,1
110359,13011,5
110360,13011,4
110361,13001,13
110362,13001,0
110362,13020,2
110362,13021,0
110363,13001,1
110363,13020,12
110363,13011,2
110364,13002,3
110364,13020,0
110365,13014,5
110366,13014,1
110367,13004,15
110368,13014,1
110368,13011,0
110369,13005,14
110369,13011,1
110370,13001,2
110370,13011,1
110371,13015,1
110371,13005,0
110372,13001,41
110372,13011,7
110373,13001,10
110374,13014,7
110374,13001,27
110375,13003,36
110375,13017,0
110375,13013,1
110376,13014,3
110377,13001,4
110378,13001,3
110378,13026,3
110379,13013,3
110380,13001,10
110381,13014,11
110382,13001,10
110382,13015,9
110382,13025,1
110383,13001,3
110384,13017,3
110384,13013,2
110385,13014,2
110386,13016,3
110386,13017,32
110387,13014,7
110388,13017,2
110388,13013,1
110389,13021,72
110390,13013,3
110391,13001,15
110391,13025,6
110392,13012,2
110392,13011,4
110393,13014,8
110394,13014,58
110394,13001,42
110394,13020,36
110395,13016,8
110395,13017,2
110395,13013,6
110396,13003,18
110396,13016,16
110396,13017,0
110397,13014,2
110398,13003,0
110398,13013,0
110399,13003,29
110399,13016,15
110399,13017,8
110400,13020,2
110400,13011,1
110401,13001,0
110401,13026,1
110402,13001,7
110403,13024,6
110403,13025,5
110404,13017,3
110405,13006,22
110406,13004,2
110406,13025,13
110407,13002,6
110407,13020,2
110408,13001,7
110409,13014,5
110409,13002,4
110409,13020,0
110410,13003,0
110410,13013,3
110411,13001,5
110411,13025,3
110412,13015,20
110413,13004,5
110413,13021,7
110414,13001,3
110415,13001,53
110415,13021,9
110415,13011,0
110416,13014,10
110416,13011,5
110417,13001,2
110418,13015,9
110419,13003,6
110419,13012,26
110420,13016,21
110420,13017,3
110421,13003,8
110421,13005,0
110422,13015,6
110423,13015,35
110423,13020,1
110423,13011,4
110424,13015,7
110424,13005,6
110425,13016,3
110426,13016,0
110426,13017,0
110426,13005,0
110427,13014,4
110428,13015,9
110429,13014,7
110429,13011,8
110430,13025,15
110431,13016,2
110432,13015,1
110433,13015,3
110434,13014,0
110434,13017,0
110434,13019,1
110435,13015,3
110436,13017,3
110436,13011,10
110437,13003,27
110437,13016,6
110437,13011,5
110438,13002,2
110438,13020,5
110439,13001,1
110439,13021,1
110439,13027,2
110440,13003,6
110441,13016,5
110441,13017,3
110441,13013,14
110442,13001,31
110442,13011,15
110442,13025,5
110443,13004,8
